AccountID,CustomerID,BranchID,AccountType,Balance,OpenDate,Status
2938887772,1342,199,Credit,16460.04,2025-08-19,Active
3000196273,431,195,Checking,31482.66,2025-09-23,Active
4877847867,7909,765,Checking,29719.43,2026-03-23,Active
4757335791,2797,214,Checking,7474.79,2024-06-29,Active
858118752,2240,467,Checking,2202.15,2025-09-29,Active
5369481313,4191,858,Checking,1319.82,2023-11-13,Closed
8963033891,4868,350,Credit,29986.12,2024-02-15,Active
7861745803,7590,529,Credit,25652.34,2024-08-19,Active
8432406811,1809,259,Credit,12048.53,2025-04-02,Active
6122054903,3407,125,Credit,35173.58,2025-03-17,Active
1822418843,8078,328,Credit,10675.81,2024-10-07,Active
9696054307,8211,818,Savings,12777.48,2025-07-01,Active
6193666870,9705,127,Checking,37229.55,2025-09-07,Active
8650560651,5956,792,Savings,26722.27,2022-07-11,Active
1005200091,5217,338,Credit,36870.22,2026-02-19,Active
1032935094,1965,338,Savings,5358.23,2024-07-04,Active
6862124607,6898,859,Savings,12071.42,2026-03-01,Active
4549728898,4701,532,Checking,49237.36,2024-11-27,Active
8729461366,9149,199,Savings,36557.71,2025-12-07,Active
2318650511,4312,448,Checking,46430.72,2025-12-18,Active
7402698087,2527,127,Credit,40431.65,2026-02-07,Active
9567314620,9303,320,Savings,28991.69,2026-01-03,Active
3266705013,8141,617,Credit,24340.42,2025-02-18,Active
3357138100,1654,338,Savings,47860.98,2026-02-18,Active
4460230355,17,765,Checking,28683.31,2026-02-28,Active
4019058509,5445,130,Savings,436.7,2025-10-09,Active
9843001312,2964,925,Savings,17264.74,2023-02-23,Active
245604745,4166,325,Savings,36301.52,2024-07-07,Active
5335601740,9966,990,Savings,47364.18,2024-04-14,Active
1573108158,3858,338,Checking,17836.42,2025-09-26,Active
2918524288,3886,130,Savings,49951.7,2026-02-25,Active
3102477341,5938,127,Savings,31759.84,2025-08-05,Active
5352888614,2040,130,Checking,44279.19,2025-07-25,Active
6319531805,337,532,Credit,10140.62,2025-11-16,Active
5888767109,6240,928,Checking,15027.45,2025-12-12,Active
2003852508,1682,242,Checking,13514.4,2025-10-12,Active
2618357581,9349,384,Checking,31440.11,2022-07-30,Active
7380194968,4714,674,Checking,19791.48,2023-07-21,Active
2536049666,5020,814,Credit,10726.54,2025-06-16,Active
9815020615,6731,765,Checking,15563.97,2024-03-15,Active
8955354222,6160,859,Savings,37147.56,2024-10-04,Active
7073367682,3116,194,Credit,2092.22,2025-07-28,Active
6936531317,4846,658,Savings,49983.58,2023-09-25,Active
8753722094,3162,350,Credit,49376.42,2026-02-20,Suspended
3675434286,3468,381,Credit,7860.86,2025-03-05,Active
6372911048,768,990,Checking,5965.36,2022-11-14,Closed
4755400931,667,189,Credit,24505.89,2025-07-30,Active
1752347669,8981,214,Checking,47362.83,2025-11-10,Active
2510608411,9160,925,Credit,4793.82,2025-12-11,Active
8315604881,6602,990,Savings,45860.57,2024-10-10,Active
4838310974,6821,674,Savings,25516.03,2025-12-27,Active
8417898010,3276,658,Checking,21733.73,2024-02-24,Active
8202107489,8896,189,Checking,44951.2,2024-06-05,Active
3681788096,2948,559,Checking,39445.66,2025-09-02,Active
1835500317,731,328,Savings,2817.82,2026-04-14,Active
2638757891,9764,704,Savings,18892.47,2025-06-13,Active
8820038293,9853,384,Savings,23974.84,2025-07-12,Active
2100976852,4619,532,Credit,15896.31,2026-01-25,Active
2656665437,7982,858,Savings,36110.77,2025-12-11,Active
9010627607,5510,467,Checking,33341.02,2025-05-26,Active
5352326431,4610,106,Savings,7724.28,2025-07-28,Active
3865009241,3351,858,Checking,1861.17,2025-11-27,Active
1901182679,9967,854,Savings,32854.13,2026-03-23,Closed
2078963393,6532,859,Checking,24610.93,2023-08-06,Active
1541828254,5297,881,Savings,18237.15,2024-06-21,Active
6232946249,1560,814,Credit,4689.63,2024-03-20,Active
5549172980,7643,320,Savings,46788.0,2025-11-24,Active
3131012566,2609,674,Savings,7013.66,2025-08-24,Active
3708226461,6749,559,Savings,38132.87,2025-09-07,Active
5387158304,4214,814,Credit,4580.66,2024-03-04,Active
219552043,660,859,Credit,44375.2,2026-01-08,Active
4244251497,6440,130,Credit,5244.55,2023-02-10,Closed
7070383546,9651,325,Savings,42254.56,2026-03-09,Suspended
9638060435,9710,716,Savings,13369.03,2026-03-29,Active
9504964266,8056,617,Credit,10818.37,2026-01-18,Active
7034946852,9572,381,Checking,18200.81,2024-09-07,Active
9320512842,2866,716,Savings,17268.81,2025-01-07,Active
6455331209,3414,559,Checking,47766.2,2025-01-17,Active
7564435752,5037,928,Credit,30433.47,2022-06-26,Active
9611018865,414,199,Checking,46218.16,2026-04-16,Active
4499081688,2900,214,Checking,40199.54,2026-04-12,Active
5178508409,6153,214,Savings,48079.44,2024-11-01,Suspended
5789554402,2177,127,Credit,29150.99,2026-01-27,Closed
8885460144,7715,928,Savings,14862.69,2023-12-24,Active
2168909600,2119,194,Credit,15600.99,2025-01-10,Active
4862600763,1532,325,Credit,8853.22,2024-07-20,Active
307824437,4154,467,Credit,7513.04,2025-06-21,Suspended
430049444,4198,859,Credit,37105.96,2023-06-25,Active
5501068329,7748,990,Credit,28209.81,2021-11-24,Closed
9021793738,1414,658,Savings,24046.0,2024-04-17,Active
685833630,6842,384,Savings,37996.81,2022-12-06,Active
423226348,8253,814,Credit,45045.2,2026-04-23,Active
5021070068,1235,814,Checking,19253.32,2025-09-22,Active
746519522,8702,881,Checking,22625.91,2026-01-12,Active
3179272522,1419,323,Savings,32301.91,2021-12-22,Active
7181693747,53,877,Savings,12038.62,2024-08-24,Active
9112024309,3207,125,Credit,46124.1,2025-09-18,Active
1765552153,3634,703,Checking,35247.72,2026-01-13,Active
3612480316,9707,928,Savings,37497.6,2023-05-10,Active
2921527895,4787,263,Savings,31386.73,2025-04-02,Active
9644490832,5016,323,Savings,43960.71,2025-12-30,Active
2577979652,4826,674,Savings,24099.61,2024-01-23,Active
9905296420,5542,106,Checking,12545.2,2024-08-02,Active
6134977151,1153,467,Savings,6442.74,2023-04-02,Active
198311432,1213,814,Credit,4754.77,2023-02-27,Active
1518649714,9583,716,Credit,26673.89,2026-02-27,Active
9693651698,6974,194,Credit,26386.33,2026-01-25,Active
4332913271,8327,259,Credit,48952.17,2025-03-31,Active
1862734209,3886,127,Checking,3667.99,2025-11-07,Active
6702848840,5386,444,Checking,8715.57,2026-01-19,Active
3411393967,9427,320,Savings,18143.69,2026-01-03,Active
1377142646,1311,325,Savings,27338.05,2022-11-08,Active
5225650563,1420,199,Credit,10808.18,2023-12-14,Active
6567375753,7698,859,Savings,9482.25,2024-10-21,Active
3284566868,4793,350,Savings,9106.84,2026-03-30,Active
3236149857,5868,818,Savings,35458.49,2025-10-23,Active
5600346133,6130,448,Checking,49940.6,2026-03-22,Active
8309645577,3798,199,Credit,9769.74,2026-04-18,Active
6895604011,5550,881,Savings,42067.03,2024-11-16,Active
6944254640,6044,818,Credit,4609.39,2024-07-31,Active
5748519679,9232,381,Savings,19610.4,2026-03-28,Closed
9083356285,5787,617,Credit,33673.94,2025-03-22,Active
6242818821,7186,204,Credit,19405.85,2024-06-11,Active
336069787,3551,765,Checking,44542.76,2024-04-07,Active
9089563929,1525,323,Savings,45567.62,2026-04-21,Active
6444495071,2844,320,Checking,30405.69,2026-03-09,Suspended
1828183125,4654,617,Checking,47318.62,2025-06-18,Active
5816998048,5200,350,Savings,14174.24,2024-01-03,Active
9167487468,1614,990,Credit,878.29,2026-04-04,Active
7629413683,172,214,Credit,16325.06,2025-10-07,Active
4403455616,223,259,Credit,30309.04,2024-12-03,Active
2123512919,312,467,Savings,38070.54,2024-12-28,Active
422820566,1754,881,Credit,29600.88,2025-07-13,Active
6548763875,7587,877,Credit,39700.41,2025-09-29,Active
199880352,9440,881,Checking,11385.35,2026-04-05,Active
600392875,8186,214,Credit,46168.67,2026-04-07,Active
8398225618,1254,617,Savings,45423.49,2025-03-17,Active
4129245075,1973,765,Savings,3460.3,2025-11-28,Active
1637513165,7104,325,Checking,33808.09,2026-03-12,Active
1822195389,7048,765,Savings,40622.36,2024-12-07,Active
4298611468,5405,242,Credit,21330.47,2025-03-23,Active
474379081,3299,990,Savings,7383.1,2025-10-15,Active
6258105807,7670,263,Savings,40435.03,2025-01-14,Active
7233574509,5525,195,Credit,4261.05,2023-06-11,Active
4734196845,297,303,Credit,39278.91,2025-03-06,Active
9859190146,1466,328,Credit,27700.17,2023-11-16,Active
9073954411,6235,320,Savings,49210.32,2025-10-21,Active
7460882045,3272,130,Credit,49415.93,2023-05-08,Active
6080205645,5250,242,Credit,12693.97,2026-02-03,Active
5369791138,6740,818,Savings,22955.41,2025-04-01,Active
93834239,6237,106,Savings,14592.14,2024-12-30,Active
993540220,1538,658,Credit,14432.66,2025-07-23,Active
9785240930,6308,990,Checking,30690.29,2023-11-26,Active
2751770347,6269,877,Credit,17270.02,2024-12-05,Active
3130758449,3603,814,Credit,30626.1,2024-04-13,Active
7582798426,359,125,Checking,21179.33,2023-06-07,Closed
2550605518,5696,381,Credit,7378.03,2025-02-17,Active
2765310743,1017,858,Checking,26006.68,2025-06-05,Active
4015975599,8783,263,Credit,47799.42,2025-05-13,Active
5252977800,8803,242,Savings,36550.72,2022-07-01,Active
1134826658,842,130,Checking,28732.35,2025-09-13,Active
2944591996,3015,489,Savings,7296.16,2022-11-10,Active
8941932983,2630,204,Savings,39055.23,2025-05-20,Active
731599900,5849,658,Savings,21349.15,2024-07-29,Active
4968754009,91,194,Credit,27533.18,2025-07-08,Active
9122842121,2970,444,Savings,6557.85,2025-07-16,Active
87712916,659,765,Savings,23203.79,2025-10-08,Closed
4785507146,9535,448,Checking,18254.42,2025-05-22,Active
7848551745,3505,214,Checking,22895.07,2024-06-01,Active
7203283728,7744,467,Savings,18787.05,2025-08-02,Active
7113191226,996,703,Credit,25873.66,2026-03-17,Active
9813396678,6565,990,Checking,28227.05,2025-12-16,Active
4539266004,7244,859,Savings,47163.18,2025-06-18,Active
579055539,7998,204,Credit,14998.32,2025-03-27,Active
533601670,1382,877,Checking,21508.74,2026-04-02,Closed
6088154494,3478,818,Credit,30827.74,2026-01-15,Active
3168695303,480,125,Savings,37781.02,2026-02-22,Active
2847175007,26,792,Credit,36489.19,2023-02-01,Closed
1858297343,9121,444,Checking,49455.13,2026-01-27,Active
9497286436,9217,559,Checking,38376.87,2026-02-18,Closed
5640937370,7215,325,Checking,43095.54,2026-04-10,Active
1044767909,2756,489,Savings,34337.41,2024-09-23,Suspended
404235365,4648,532,Checking,2317.03,2025-11-20,Closed
8397022100,9397,189,Checking,4822.61,2025-12-20,Active
5808509919,6619,325,Credit,42684.41,2026-01-02,Active
9354475158,583,877,Checking,49949.74,2026-03-08,Active
1779910645,4318,204,Savings,1295.41,2025-07-23,Active
6857703382,3527,328,Credit,43144.91,2025-07-13,Active
5230920544,8932,859,Checking,38841.39,2026-04-20,Active
305074068,7487,328,Savings,41164.72,2025-10-12,Active
9497285732,3560,125,Savings,37361.75,2026-03-15,Active
2513618547,409,990,Checking,46230.41,2025-04-13,Active
4070596225,9815,928,Credit,19889.9,2026-03-02,Active
203414538,9083,328,Credit,48001.28,2024-06-05,Active
4350664663,9038,320,Credit,39500.79,2022-01-31,Active
6415614391,7199,132,Credit,44015.06,2023-02-11,Active
2987610798,2802,928,Savings,48526.87,2024-06-28,Active
1670817331,5484,754,Savings,20437.41,2023-06-21,Closed
3597372574,1534,881,Credit,35049.66,2026-03-11,Active
5709827988,2273,674,Savings,40766.24,2025-03-10,Active
3641637153,4890,859,Savings,21830.21,2023-07-09,Active
3585412129,2460,130,Savings,1372.28,2025-09-03,Active
9291483973,620,328,Checking,40043.34,2024-09-01,Active
7515054970,1880,990,Checking,5151.37,2026-01-23,Active
5260937465,7477,303,Checking,37033.48,2026-04-15,Active
3726205255,6551,263,Credit,45648.82,2026-04-12,Active
531125769,2968,350,Savings,28094.11,2026-03-01,Active
7948315437,305,792,Checking,19046.02,2024-12-26,Active
661971081,5112,381,Checking,45907.23,2026-04-02,Active
1468989438,4209,189,Checking,29297.17,2024-03-24,Active
7768401728,4868,754,Credit,17267.46,2022-01-06,Active
5086341306,8702,881,Savings,14340.91,2026-02-04,Closed
8876704672,6453,489,Checking,35428.38,2025-12-11,Active
7866114553,4540,199,Savings,45381.44,2026-03-30,Active
4016044910,8063,320,Checking,3507.61,2025-11-28,Active
3035117757,9330,559,Checking,21762.22,2025-07-05,Active
3483639802,4379,674,Checking,964.87,2025-06-19,Active
1697220620,4719,194,Savings,23828.93,2024-11-01,Active
6864363337,1249,259,Savings,34019.6,2024-09-29,Active
1108994930,2428,814,Checking,12787.0,2025-08-27,Closed
6678067371,1627,130,Checking,23231.25,2024-05-03,Active
1003966547,1272,704,Savings,33211.5,2026-01-07,Active
1673369932,9790,854,Credit,598.75,2024-05-04,Active
2590328042,8481,704,Credit,14669.79,2026-02-25,Active
7735149039,3608,194,Savings,7234.46,2025-12-31,Active
8788110644,6818,259,Savings,33307.4,2026-01-15,Active
5608599560,2101,854,Savings,34791.64,2026-03-18,Active
6607288921,1594,833,Credit,44190.58,2023-03-12,Active
6999240863,464,130,Credit,45294.2,2026-04-19,Active
8727847913,5900,792,Savings,5948.33,2026-02-24,Active
3720488171,4602,444,Credit,34709.33,2026-01-10,Active
4757153610,6689,303,Checking,30215.51,2026-04-12,Active
3831262521,8202,125,Checking,7059.02,2024-07-10,Closed
4694174452,6319,189,Checking,17758.0,2023-12-18,Closed
2182798052,5845,814,Credit,30660.5,2025-06-27,Active
3768167269,4476,925,Savings,15840.72,2023-10-04,Active
2020646988,5833,833,Savings,18996.45,2025-10-17,Active
1944852529,6179,303,Savings,40240.01,2026-02-02,Closed
2973880816,1521,704,Savings,35160.68,2022-10-08,Active
9562155889,9572,199,Credit,47765.43,2025-03-12,Closed
4185965212,3482,792,Savings,38959.86,2025-10-23,Active
1312670490,6935,881,Savings,37170.98,2026-03-23,Active
9327169392,2225,320,Savings,36100.84,2023-10-30,Active
8354125563,2183,242,Savings,20015.51,2022-03-12,Active
3100296751,4654,106,Credit,9663.28,2025-12-10,Closed
3476252444,703,859,Savings,42155.11,2025-12-04,Active
1054988072,9185,658,Savings,18349.63,2023-09-10,Active
6158465597,6559,877,Checking,16201.88,2026-01-27,Active
3873147483,8798,704,Savings,20695.64,2023-02-01,Active
9018907489,7493,106,Checking,1914.68,2025-12-14,Active
5626423858,8830,189,Savings,4652.78,2023-10-14,Active
5017363144,8159,716,Checking,48430.42,2026-01-22,Active
1162867371,966,259,Checking,49947.59,2025-08-30,Active
132359443,6102,242,Checking,45546.66,2025-10-26,Closed
1200488846,613,854,Credit,34953.15,2026-04-13,Active
1579928249,2872,194,Checking,34452.48,2025-10-07,Active
6875911821,9191,617,Credit,16133.67,2023-12-20,Closed
6061713859,1633,204,Credit,41834.78,2023-12-25,Active
9096806577,9394,716,Credit,30749.37,2025-12-27,Closed
2823382703,6036,106,Checking,45659.22,2024-04-23,Active
1176668292,7200,242,Savings,19631.96,2023-11-03,Active
4737564340,3551,674,Checking,5992.27,2024-07-02,Active
1509908694,7707,467,Checking,10310.79,2026-03-03,Active
5121836149,4078,204,Credit,17821.26,2025-01-03,Active
5669008912,6504,381,Savings,13449.02,2025-10-31,Active
8990821261,1985,325,Credit,7887.42,2025-01-19,Active
2678295186,6856,617,Checking,15646.34,2025-07-25,Active
5064124721,8937,242,Checking,5065.2,2023-11-20,Closed
303220952,4822,833,Credit,24982.55,2025-07-14,Active
5662081381,1893,242,Savings,11803.73,2024-03-29,Active
6942827102,2001,127,Checking,27298.52,2024-11-22,Active
753459205,4218,716,Checking,43254.96,2024-11-18,Active
4109468645,9569,925,Savings,46354.21,2025-04-10,Active
6357775256,3258,259,Checking,7675.7,2025-08-01,Active
8585544957,1221,194,Checking,15584.42,2025-12-03,Active
9310977797,6246,674,Credit,19472.43,2026-03-12,Active
1003852582,1823,658,Credit,40292.05,2025-12-24,Closed
1648079302,1283,617,Checking,29664.42,2026-04-19,Closed
1073949459,4225,754,Savings,210.37,2022-01-01,Active
3240530081,4775,833,Credit,5731.26,2026-01-10,Active
2906865197,5624,444,Credit,13833.66,2026-04-23,Active
3406121844,4224,818,Savings,11071.25,2024-04-23,Active
4839640265,1011,214,Savings,14881.85,2026-02-20,Active
4934042475,3311,320,Checking,18536.61,2022-12-04,Active
5920813013,4007,765,Credit,13838.38,2022-11-22,Active
5101650926,5737,242,Credit,1566.72,2024-10-28,Active
821693620,5732,674,Savings,26811.14,2026-01-10,Active
9878029529,5373,132,Credit,36923.63,2026-03-25,Active
5317727777,9152,489,Savings,4502.16,2026-04-20,Active
6324939879,5577,467,Credit,24375.56,2023-11-17,Active
5932419008,5539,754,Savings,40619.2,2025-11-16,Active
9682582061,9772,859,Savings,43299.79,2022-09-24,Active
6475652518,8665,338,Savings,48916.34,2025-12-05,Active
7782203217,6981,303,Savings,9769.42,2026-02-07,Closed
1220968131,3502,199,Credit,37045.93,2026-04-08,Active
5053437271,8505,303,Checking,10292.4,2025-11-02,Active
4057517840,5473,323,Savings,1253.09,2024-09-10,Active
1475430410,2976,350,Savings,9923.21,2026-02-11,Active
1155297090,9960,489,Checking,44788.33,2024-08-07,Active
8683173475,4253,792,Savings,49283.71,2025-10-11,Active
35462419,2443,928,Credit,6108.07,2026-03-02,Active
8418848177,6827,127,Credit,31283.57,2024-12-08,Active
1403419907,226,195,Checking,8865.14,2024-12-02,Active
2581016416,4614,323,Savings,23292.85,2025-05-12,Active
6033817459,4598,928,Checking,10361.23,2022-05-01,Active
5405707126,8561,792,Credit,42347.96,2023-04-07,Active
2246412560,4394,489,Savings,46489.28,2021-05-17,Active
6823427148,5327,467,Checking,20356.32,2024-05-16,Active
9175657493,3528,199,Credit,12464.24,2025-11-02,Active
8373210359,6380,214,Savings,35024.26,2026-02-27,Active
8308878234,3217,928,Credit,7465.93,2024-12-19,Active
8430468809,9824,854,Credit,14854.0,2024-11-27,Closed
6783431578,8230,320,Credit,23590.08,2024-01-26,Active
4365409541,4202,127,Savings,35859.54,2022-10-18,Active
2759421055,244,658,Credit,6177.24,2026-02-03,Active
7967658407,8889,833,Credit,44843.09,2026-03-22,Active
221148990,9544,858,Savings,29912.03,2024-07-29,Active
6963110419,5089,384,Checking,41004.72,2022-08-28,Active
347005773,6755,195,Savings,48555.37,2025-12-17,Active
6543809891,2130,529,Savings,6334.28,2025-09-15,Active
8355126557,5696,925,Checking,47589.5,2022-10-03,Active
5741178757,9624,132,Checking,41444.78,2025-05-26,Active
7856651742,4875,323,Credit,22326.59,2026-04-15,Active
1399267596,1581,242,Credit,25173.42,2024-11-20,Active
8918815628,5088,125,Credit,38693.37,2026-03-26,Active
8675845962,7327,467,Credit,196.31,2023-04-06,Active
5945778554,3262,350,Credit,29616.99,2024-01-16,Active
9709887876,7730,448,Checking,17708.78,2026-01-05,Active
2933851809,2188,320,Credit,25855.59,2025-07-31,Active
9810077233,2796,818,Checking,31992.37,2023-05-17,Active
8518563947,478,132,Savings,16365.87,2024-08-07,Closed
6515993285,2880,928,Credit,28314.34,2022-10-23,Active
5489994026,1790,814,Credit,49568.41,2023-11-24,Closed
7068283563,5052,818,Savings,47898.91,2025-02-08,Active
5279915600,3755,303,Savings,6294.43,2024-04-18,Active
1335162181,7689,214,Savings,22989.87,2023-01-08,Active
6704401333,3160,529,Checking,32829.98,2025-11-20,Active
2524699378,371,674,Credit,9341.97,2024-03-01,Active
7737543763,2250,754,Checking,48925.1,2025-01-28,Suspended
4853540975,8428,242,Checking,48668.86,2022-11-25,Closed
9623808219,7284,263,Credit,16619.37,2024-08-09,Active
8585605084,7087,814,Checking,35137.25,2026-04-11,Active
3197895987,4336,125,Savings,18172.71,2024-08-13,Active
9882094833,2847,704,Savings,29808.07,2026-04-14,Active
3391243989,9312,259,Credit,25690.17,2025-12-06,Active
9660962674,5151,467,Savings,7912.37,2025-09-26,Active
9824832615,2554,263,Savings,24181.68,2026-04-08,Active
8812287916,5980,814,Credit,39681.95,2024-07-19,Active
5136189693,9181,338,Savings,42118.4,2025-10-21,Active
1506648587,624,338,Savings,36462.26,2025-01-26,Active
363268909,7409,858,Credit,5620.72,2026-04-16,Active
3281901324,9228,303,Savings,11991.95,2025-06-17,Active
1432214956,3862,529,Checking,42207.35,2026-03-08,Active
2785381438,3531,204,Checking,2652.94,2024-11-30,Active
7555242692,7217,350,Credit,48756.34,2025-11-06,Active
7987154756,5834,325,Savings,9527.22,2026-03-03,Active
6398322497,6131,448,Checking,19709.92,2024-08-18,Active
6546306953,1157,716,Credit,21215.2,2026-01-16,Active
5223689079,7746,130,Credit,36978.26,2024-06-03,Active
1782213409,4632,559,Checking,11914.62,2022-06-15,Active
4060266586,6781,303,Checking,47793.66,2026-03-16,Active
1814460577,884,854,Savings,31360.32,2023-10-29,Active
9895796137,1910,320,Savings,16745.24,2024-03-25,Active
9497396092,326,617,Checking,48366.93,2025-12-17,Active
5403777434,9039,833,Savings,27355.13,2026-02-24,Active
1050571152,8305,703,Credit,23506.97,2026-01-14,Active
2307329307,7310,792,Savings,13705.47,2025-03-23,Active
842570637,172,532,Savings,4584.76,2025-01-11,Active
1811097232,9190,990,Checking,40231.14,2025-06-29,Active
4500340462,3861,127,Checking,23891.75,2023-10-19,Active
3600035039,4412,259,Credit,34657.82,2024-08-28,Active
5589698707,5550,754,Checking,30230.83,2025-05-02,Active
6274878862,4381,259,Savings,2612.82,2025-05-16,Closed
9333218769,7746,259,Checking,32042.75,2024-10-15,Active
3823346354,3748,195,Savings,5408.22,2025-02-17,Active
5980369649,5384,814,Savings,9200.88,2026-03-09,Active
9934953920,494,854,Savings,28051.02,2022-07-10,Active
6424832732,3023,859,Checking,18159.15,2025-12-23,Active
7983013473,3754,214,Credit,48720.82,2025-02-19,Active
7233319083,9741,716,Checking,5651.26,2026-03-26,Active
1435731500,5297,814,Credit,41971.22,2024-07-26,Active
5112120116,2088,204,Checking,13218.45,2025-12-04,Active
5325871705,898,990,Credit,21188.89,2024-08-31,Active
6295266486,7869,381,Credit,42968.55,2026-01-26,Active
6336450279,6282,674,Savings,703.97,2021-12-30,Active
645523507,1009,674,Checking,21456.81,2025-11-25,Closed
6104224123,982,444,Savings,14559.25,2026-01-08,Active
4640785576,1444,928,Checking,8981.98,2026-01-13,Active
6206881263,361,881,Credit,4953.06,2022-12-05,Active
1280104619,4595,125,Savings,31052.93,2022-04-26,Active
9481987043,8457,106,Checking,16131.74,2024-03-12,Active
8845034053,3116,489,Checking,43223.85,2025-12-07,Active
8728740274,5750,259,Savings,7899.55,2026-03-23,Active
8789699083,1315,381,Checking,46584.19,2023-10-01,Active
3171725272,9048,328,Checking,20798.9,2025-02-10,Active
5895274942,2184,674,Savings,27022.47,2024-12-09,Active
644310097,2859,325,Checking,26885.93,2024-04-20,Active
7397443326,6718,703,Credit,16260.32,2025-08-04,Active
9638620277,6706,263,Savings,16319.65,2025-07-16,Active
6110305796,4487,818,Checking,48044.74,2024-12-16,Active
2906979852,1321,263,Savings,24633.15,2026-03-11,Active
6062852437,7028,617,Credit,5276.98,2024-04-21,Closed
4114483788,4000,925,Credit,12719.46,2024-01-14,Active
2003237395,9960,132,Credit,10961.55,2022-05-18,Active
301247223,9061,323,Savings,22783.11,2025-09-04,Active
7795076800,4297,132,Credit,32585.85,2025-08-12,Active
7154019010,2763,199,Checking,3011.74,2025-01-02,Active
334133984,7771,242,Savings,32815.6,2025-08-13,Active
7454337824,519,448,Credit,46531.68,2026-03-22,Active
4267558698,215,381,Checking,25432.04,2025-10-18,Active
2352003842,1104,125,Credit,3728.11,2024-09-06,Closed
2157716066,8960,444,Credit,27030.14,2025-08-29,Active
5483306674,3589,325,Credit,2845.74,2025-11-20,Active
4623535663,4668,529,Checking,25481.33,2025-06-10,Active
5610999635,4541,881,Savings,12837.8,2024-07-09,Active
8989406946,3774,467,Credit,6793.81,2026-04-23,Active
4295224675,2194,350,Credit,3308.57,2025-07-13,Active
6062813381,5437,381,Checking,477.87,2025-02-12,Active
9222416744,2161,303,Savings,44929.79,2025-07-27,Active
8657892618,2176,381,Savings,17137.46,2026-04-23,Active
3058080287,7105,858,Credit,43909.62,2025-10-22,Active
6030632582,3,754,Credit,49991.34,2026-01-29,Active
6812534964,8538,448,Savings,32143.43,2025-02-24,Active
2657829586,1750,323,Checking,22946.79,2024-10-23,Active
3085199851,2624,858,Credit,18498.58,2025-10-24,Closed
9589246596,7039,877,Credit,34274.25,2024-03-26,Active
8605434675,4571,106,Checking,17815.19,2024-03-12,Active
5093555532,1178,194,Checking,36082.94,2025-03-24,Active
8195949248,2345,529,Savings,43097.82,2023-07-02,Closed
5650225942,1182,877,Credit,49047.82,2025-09-18,Active
9629184143,3881,818,Savings,22620.21,2025-07-29,Active
1813897978,154,792,Savings,34548.49,2024-12-15,Active
4583096612,7449,259,Savings,42916.37,2025-07-31,Active
1522794974,3415,617,Credit,15752.91,2024-07-04,Active
3760976605,5685,259,Checking,31325.79,2026-04-01,Active
5963775877,645,259,Checking,24794.54,2025-03-20,Closed
5619221632,7072,325,Checking,11442.92,2024-01-14,Active
1046408607,8549,928,Checking,5294.63,2026-01-22,Closed
4682754224,2367,328,Credit,37560.29,2024-07-30,Active
6443922927,527,338,Credit,48978.17,2022-12-28,Active
5416598668,5956,338,Credit,32948.21,2024-07-26,Active
8009014518,7589,467,Checking,12662.43,2023-12-08,Active
11436449,7177,529,Savings,29701.57,2025-05-20,Suspended
6896461761,7840,444,Checking,6635.89,2025-03-17,Active
442860971,4444,877,Savings,19166.51,2025-09-22,Active
3100996604,7961,754,Checking,27436.88,2026-04-10,Active
8942494378,8118,854,Checking,27536.89,2025-03-01,Active
6071450805,1914,204,Checking,20212.35,2026-03-08,Active
6352540040,7142,858,Credit,19283.59,2022-08-31,Active
875258405,8560,814,Credit,9147.63,2024-07-21,Active
8240638854,2771,384,Credit,43471.53,2025-05-25,Active
807017913,4351,792,Savings,27154.14,2022-07-11,Active
1605836953,4772,195,Savings,41212.1,2024-03-05,Active
8463211012,6607,703,Credit,28760.62,2024-02-16,Closed
4632271702,9919,925,Checking,49202.08,2023-12-09,Active
9310576554,1264,259,Credit,11549.36,2025-03-16,Active
6881900925,4554,323,Checking,4838.07,2023-08-31,Active
9893837527,3445,323,Credit,26646.39,2026-02-07,Active
4181004226,4125,716,Credit,805.69,2026-03-31,Active
5906044415,2759,132,Checking,42838.51,2023-08-20,Active
4769999622,4771,328,Savings,46593.89,2025-08-22,Active
2666460276,6334,467,Savings,42182.03,2024-01-06,Active
2310851068,871,859,Checking,11025.19,2026-01-03,Active
2523708448,4215,818,Savings,39912.36,2024-04-01,Active
8983782476,641,765,Credit,19793.32,2025-09-21,Active
3287494121,8203,214,Credit,41601.4,2025-12-30,Active
2288657098,6862,877,Checking,37657.06,2023-08-28,Active
8015047327,9528,328,Credit,24945.06,2023-06-25,Active
1112893510,8306,703,Checking,22003.0,2026-04-06,Active
3506541212,2464,859,Savings,16542.32,2024-08-17,Active
3928726409,9200,881,Savings,43575.53,2024-05-18,Active
8058653836,6214,925,Savings,38765.27,2025-11-01,Closed
3612858179,7291,704,Savings,31002.19,2023-04-24,Active
436389523,8554,881,Savings,48692.14,2022-09-29,Active
6506920200,5321,444,Checking,2335.89,2022-09-01,Active
5124720437,9101,338,Savings,28808.58,2023-12-23,Active
4252645712,6372,716,Checking,21890.12,2023-07-06,Active
7403360017,9578,792,Checking,7234.81,2023-11-07,Active
844570258,9877,338,Checking,20348.39,2025-03-09,Active
7048528042,8409,833,Savings,3100.32,2024-10-27,Active
4564570138,8277,532,Credit,35696.38,2026-03-17,Active
167466992,2299,214,Checking,38611.68,2022-11-19,Active
7767308158,5161,132,Savings,4003.64,2025-11-13,Active
